index,date,year,month,day,text,multi_labels,hier_label
25,2020-01-03 05:54:08,2020,1,3,"

- удар по Сулеймани нанесли по распоряжению Трампа;

- атака была призвана предотвратить нападения со стороны Ирана;

- США предпримут все необходимые дальнейшие действия для защиты своих интересов.",Международные отношения; Политика,Международные отношения/Политика
26,2020-01-03 06:15:37,2020,1,3,Нефть после убийства американскими военными иранского генерала Сулеймани взлетела на 4%,Экономика; Международные отношения,Экономика/Энергетика
27,2020-01-03 06:26:30,2020,1,3,❗️Вооруженные силы США приведены в повышенную боеготовность после убийства иранского генерала Сулеймани,Международные отношения; Происшествия; Политика,Международные отношения/Конфликты
28,2020-01-03 07:38:32,2020,1,3,"- генерал возглавлял спецподразделение ""Кудс"" корпуса стражей революции, отвечал за военные операции за рубежом;

- на Западе его многие считали вторым человеком в Иране и организатором проиранской активности в соседних странах;

- генерал погиб в Багдаде с лидерами местного шиитского ополчения, когда американская ракета ударила в их машину;

- США подтвердили, что удар нанесли по приказу Трампа в ответ на штурм американского посольства в Ираке, в организации которого Вашингтон винит Сулеймани и ополчение;

- Трамп не сделал заявлений, только запостил флаг США;

- Иран грозит местью, созван совбез, в Вашингтоне большинство поддерживает решение Трампа;

- вооруженные силы США приведены в повышенную боеготовность, дипломатичекий квартал в Багдаде оцеплен;

- нефть взлетела на 3-4%.",Международные отношения; Происшествия; Политика,Международные отношения/Конфликты
29,2020-01-03 08:10:31,2020,1,3,❗️Верховный лидер Ирана пообещал США месть за убийство генерала Сулеймани,Международные отношения; Политика,Международные отношения/Политика
30,2020-01-03 08:23:13,2020,1,3,"Спикер палаты представителей США Пелоси заявила, что убийство американцами иранского генерала Сулеймани грозит опасной эскалацией и что США не должны позволять себе ""провокационных и непропорциональных действий"".

При этом она потребовала проинформировать конгресс о ситуации в целом и о том, направят ли США значительные дополнительные силы в регион.",Политика; Международные отношения,Политика/Внутренняя политика
31,2020-01-03 10:46:19,2020,1,3,"Москва рассматривает убийство главы спецподразделения ""Кудс"" иранского Корпуса стражей исламской революции Касема Сулеймани в результате удара США  как авантюрный шаг, который приведёт к росту напряженности во всем регионе, заявили в МИД РФ.

МИД РФ выразил искренние соболезнования иранскому народу в связи с убийством Сулеймани.",Международные отношения; Происшествия; Политика,Международные отношения/Конфликты
32,2020-01-03 11:39:36,2020,1,3,Госдеп США призвал американцев немедленно покинуть Ирак в связи с напряженностью в стране,Международные отношения; Политика,Международные отношения/Политика
33,2020-01-03 13:12:58,2020,1,3,"Крупнейшие блоки в парламенте Ирака ""Саирун"" и ""аль-Фатх"" призвали принять закон о выводе иностранных войск с территории страны",Международные отношения; Политика,Международные отношения/Политика
34,2020-01-03 13:51:03,2020,1,3,"МИД РФ о возможности созыва СБ ООН после убийства Сулеймани: формат еще прорабатывается, но в пятницу эта тема будет обсуждаться в ООН",Международные отношения; Политика,Международные отношения/Политика
35,2020-01-03 14:02:58,2020,1,3,"Власти Ирана заявили, что ответят США на убийство генерала Сулеймани в ближайшее время",Международные отношения; Политика,Международные отношения/Политика
36,2020-01-03 14:18:23,2020,1,3,"Верховный лидер Ирана назначил бригадного генерала Эсмаила Каани командующим спецподразделения ""Кудс"" КСИР Ирана после гибели генерала Сулеймани в результате ударов США. 

Каани прошел ирано-иракскую войну, а до нового назначения являлся заместителем погибшего высокопоставленного военного, вместе с ним работал на Ближнем Востоке.",Международные отношения; Политика,Международные отношения/Политика
37,2020-01-03 14:53:24,2020,1,3,"Представитель главнокомандующего ВС Ирака заявил, что власти страны не были в курсе готовящегося авиаудара США, иракская армия готова к любым его последствиям",Международные отношения; Происшествия,Международные отношения/Конфликты
38,2020-01-03 15:36:23,2020,1,3,Помпео заявил что США готовы к возможному ответу Ирана на убийство Сулеймани,Политика; Международные отношения,Политика/Внешняя политика
39,2020-01-03 15:50:02,2020,1,3,"Недальновидные шаги США, выразившиеся в убийстве генерала Сулеймани, ведут к резкой эскалации военно-политической обстановки в ближневосточном регионе и серьёзным негативным последствиям для всей системы международной безопасности, заявили в МО РФ.",Политика; Международные отношения,Политика/Внешняя политика
40,2020-01-03 16:58:42,2020,1,3,"Трамп заявил, что уничтоженный США иранский генерал Сулеймани был причастен к убийствам и ранениям ""тысяч американцев""",Международные отношения; Политика,Международные отношения/Политика
41,2020-01-03 17:18:13,2020,1,3,"Путин и Макрон в ходе телефонного разговора высказали озабоченность в связи с гибелью генерала Сулеймани в результате ракетного удара США.

Президенты отметили, что эта акция может серьезно обострить ситуацию в регионе.",Международные отношения; Политика,Международные отношения/Политика
42,2020-01-03 18:26:51,2020,1,3,"Высший совет национальной безопасности Ирана после экстренного заседания назвал убийство генерала КСИР Сулеймани крупнейшей стратегической ошибкой США.

 Тегеран пригрозил Вашингтону последствиями, пообещав отомстить ""в нужное время в нужном месте"".",Международные отношения; Политика,Международные отношения/Политика
43,2020-01-03 20:38:19,2020,1,3,"Глава МИД РФ Сергей Лавров и госсекретарь США Майкл Помпео обсудили убийство Сулеймани. 

Как отметил МИД РФ, Лавров заявил Помпео, что акции по устранению официальных лиц суверенного государства нарушают международное право, настоятельно призвал США отказаться от незаконных силовых методов достижения своих целей на международной арене и отметил, что Москва призывает Вашингтон решать любые проблемы за столом переговоров.

Госдеп США в свою очередь сообщил, что  Помпео обсудил с Лавровым решение Трампа  «предпринять решительные оборонительные действия для защиты американского персонала за рубежом, убив Касема Сулеймани в ответ на неминуемую угрозу жизни американцев».",Международные отношения; Политика,Международные отношения/Политика
44,2020-01-03 21:00:56,2020,1,3,США отправят дополнительно 3000 военнослужащих на Ближний Восток после убийства Сулеймани,Международные отношения; Политика,Международные отношения/Политика
45,2020-01-03 21:35:42,2020,1,3,Глава МИД Ирана в разговоре с генсеком ООН назвал убийство генерала КСИР Сулеймани террористическим актом со стороны США,Международные отношения; Политика,Международные отношения/Политика
46,2020-01-03 23:17:56,2020,1,3,"Трамп заявил, что Сулеймани надо было давно ликвидировать, это спасло бы многие жизни

Кроме того американский лидер назвал иранского генерала террористом номер один в мире и обвинил в подготовке нападений на американских дипломатов и военных.",Политика; Международные отношения,Политика/Внутренняя политика
47,2020-01-04 02:21:38,2020,1,4,Авиаудар нанесен по автоколонне шиитского ополчения на севере Багдада,Происшествия; Международные отношения,Происшествия/Конфликты
48,2020-01-04 10:06:25,2020,1,4,Армия Ирака отрицает факт авиаудара в районе эль-Таджи к северу от Багдада,Международные отношения; Происшествия,Международные отношения/Конфликты
49,2020-01-04 11:40:37,2020,1,4,"Российское правительство планирует в 2020 году разработать 230 законопроектов. 

Они касаются, в частности, создания условий для экономического роста, совершенствования контрольно-надзорной деятельности, развития институтов социальной сферы и повышения качества жизни.",Экономика; Политика,Экономика/Бюджет
50,2020-01-04 14:19:16,2020,1,4,"Глава МИД Ирана после после гибели генерала КСИР Сулеймани в Ираке заявил, что Тегеран не хочет напряжённости в регионе",Международные отношения; Политика,Международные отношения/Политика
51,2020-01-04 14:28:33,2020,1,4,"Медведев и Румас обсудили по телефону ряд актуальных вопросов взаимодействия РФ и Белоруссии, включая сотрудничество в области энергетики",Экономика; Международные отношения; Политика,Экономика/Энергетика
52,2020-01-04 14:59:16,2020,1,4,"Белоруссия оформляет документы с российской компанией на прокачку первой партии нефти, закупаемой по цене без премии, сообщил Белнефтехим.

В компании отметили, что объемы нефти, ожидающейся к поставке в Белоруссию из РФ, и накопленные ресурсы позволят обеспечить работу НПЗ без остановки в январе 2020 года.",Экономика; Международные отношения,Экономика/Энергетика
53,2020-01-04 18:31:24,2020,1,4,Президент Ирана Рухани заявил Эрдогану о необходимости сплоченно выступить против США: в противном случае они станут действовать более дерзко,Международные отношения; Политика,Международные отношения/Политика
54,2020-01-04 18:41:39,2020,1,4,"Замглавы Белнефтехима заявил, что прокачка российской нефти на НПЗ Белоруссии возобновлена, до конца суток будет прокачано 6 тысяч тонн нефти.

Замглавы ""Белнефтехима"" заявил, что Белоруссия планирует к концу января возобновить экспорт нефтепродуктов.",Экономика; Международные отношения,Экономика/Энергетика
55,2020-01-04 19:29:03,2020,1,4,"Замглавы ""Белнефтехима"" рассчитывает на поставку в Белоруссию из РФ в январе 650 тысяч тонн нефти, первая партия составит 100-130 тысяч тонн",Экономика; Международные отношения,Экономика/Энергетика
56,2020-01-04 20:04:55,2020,1,4,"Ракета взорвалась в центре зеленой зоны в Багдаде, данных о пострадавших нет - источник в органах безопасности Ирака РИА Новости",Происшествия; Международные отношения,Происшествия/Теракты
57,2020-01-04 20:29:38,2020,1,4,"Военно-воздушная база ""Балад"", которую использовали американские военные на севере Багдада, подверглась в субботу ракетному обстрелу, сообщил арабский спутниковый телеканал ""Аль-Арабия"". 

Сообщается, что на территории базы взорвались две ракеты типа ""Катюша"".",Происшествия; Международные отношения,Происшествия/Конфликты
58,2020-01-04 20:45:02,2020,1,4,"Пять человек пострадали при минометном обстреле района Аль-Джадирия в Багдаде, где располагаются различные министерства",Происшествия; Общество,Происшествия/Инциденты
59,2020-01-04 21:37:09,2020,1,4,"В Нью-Йорке на площади Таймс-сквер на фоне недавнего убийства американскими военными иранского генерала Касема Сулеймани прошло шествие против войн, в которых участвуют США. Среди транспарантов и знамен общественных организаций можно было разглядеть флаги Ирана и портреты Сулеймани.

Видео корреспондента РИА Новости",Общество; Международные отношения,Общество/Акции протеста
60,2020-01-04 23:52:54,2020,1,4,"Сборные России и Канады сыграют в воскресенье в финале молодежного чемпионата мира по хоккею, который проходит в эти дни в Чехии. Канадцы в субботу в полуфинале обыграли действующих чемпионов - финнов (5:0), а российские хоккеисты вышли в финал, обыграв в овертайме шведов (5:4).",Спорт; Международные отношения,Спорт/Хоккей
61,2020-01-05 03:58:10,2020,1,5,"Тунца весом 276 кг продали на первом в этом году аукционе в Токио за , эта рыба стала второй по дороговизне в XXI веке. ""Чемпионом"" остается прошлогодний тунец весом 278 кг и проданный на торгах за $3,1 млн.

По первому в году аукциону тунца определяют ""направление ветра"" в экономике Японии, и высокая цена на тунца считается хорошим знаком. Фото сети ресторанов суси ""Суси Дзаммай"" компании-оператора Kiyomura, которая и стала обладателем тунца.",Экономика; Общество,Экономика/Торговля
62,2020-01-05 06:47:47,2020,1,5,"Около 30 машин рыбаков частично провалились под лед на острове Русском во Владивостоке. В региональном главке МЧС сообщили, что пострадавших нет, кто-то смог выбраться сам, кому-то вытащить машину помогают спасатели.

Видео в соцсетях публикуют очевидцы",Происшествия; Региональные новости,Происшествия/Инциденты
63,2020-01-05 08:42:50,2020,1,5,"Тело генерала Касема Сулеймани, погибшего в результате спецоперации США в Ираке, доставили в Иран. Иранское телевидение передает кадры из Ахваза, где проститься с генералом собрались, по данным СМИ, миллионы человек. Они держат портреты генерала, обещая отомстить США за его гибель. Далее прощаться с генералом будут в Мешхеде, в Тегеране, а похоронят его 7 января в Кермане, откуда он родом.",Общество; Международные отношения,Общество/Религия
64,2020-01-05 09:59:48,2020,1,5,"Уровень воды в реках на севере Красноярского края поднялся из-за аномального тепла - сейчас там около +7.

До критического уровня воды в реках у поселков Абалаково и Стрелка остается около метра, подтопленных домов и участков нет. Фото и видео МЧС Красноярского края.",Региональные новости; Происшествия,Региональные новости/Происшествия
65,2020-01-05 12:51:00,2020,1,5,"Около 20 многоквартирных домов, где живут более 3,5 тыс человек, остались без отопления в Саратове из-за дефекта на теплосетях.

Как сообщает областной главк МЧС, ремонтировать трубопровод будут до утра понедельника. Сейчас в Саратове +1.",Региональные новости; Происшествия,Региональные новости/Происшествия
66,2020-01-05 13:41:24,2020,1,5,"❗️ЕС пригласил главу МИД Ирана в Брюссель, выразил озабоченность в связи с убийством генерала Сулеймани",Международные отношения; Политика,Международные отношения/Политика
67,2020-01-05 14:54:23,2020,1,5,"Гибель генерала Сулеймани не отразится на взаимодействии Ирана и России по Сирии, сотрудничество при новом командующем спецподразделением КСИР продолжится, заявили в МИД Ирана",Международные отношения; Политика,Международные отношения/Сотрудничество
68,2020-01-05 16:26:57,2020,1,5,", заявил официальный представитель иранского МИД Аббас Мусави.

Тегеран не хочет войны с Вашингтоном, но готов к любой ситуации, добавил он.",Международные отношения; Политика,Международные отношения/Политика
69,2020-01-05 16:38:18,2020,1,5,"Премьер Ирака потребует у парламента вывода американских военных, сообщает телеканал ""Аль-Арабия"" со ссылкой на иракские источники",Международные отношения; Политика,Международные отношения/Политика
70,2020-01-05 17:07:01,2020,1,5,"Акция в память о генерале Сулеймани прошла у посольства Ирана в Москве. Иранские студенты, обучающиеся в российских вузах, почтили память генерала и возложили цветы у посольства.",Общество; Международные отношения,Общество/Акции протеста
71,2020-01-05 17:26:36,2020,1,5,"Прощание с хирургом-онкологом Андреем Павленко, скончавшимся от рака, пройдет в Спасо-Преображенском соборе Петербурга в понедельник, похоронят его на Киновеевском кладбище.

Павленко работал онкологом в клинике высоких медицинских технологий имени Пирогова. После того, как в 2018 году у него был диагностирован рак желудка, он продолжал оперировать и консультировать пациентов, а также публично рассказывал о своей борьбе с заболеванием. Сегодня супруга Павленко сообщила о его смерти.",Общество; Происшествия,Общество/Здравоохранение
72,2020-01-05 18:41:42,2020,1,5,"Российские лыжники Александр Большунов и Сергей Устюгов заняли два первых места в общем зачете престижной многодневной гонки ""Тур де Ски"".

В женских соревнованиях россиянка Наталья Непряева стала второй.",Спорт; Общество,Спорт/Лыжи
73,2020-01-05 20:59:06,2020,1,5,"❗️Иран объявил об в рамках ядерной сделки. Они касались числа центрифуг.

Но готов вернуться к выполнению обязательств, если будут сняты санкции.",Международные отношения; Политика,Международные отношения/Политика
74,2020-01-05 21:09:25,2020,1,5,"❗️Венесуэльский парламент лишил Гуаидо поста своего председателя, на его место избран провластный депутат Луис Парра. В зале заседаний потасовка.

Ранее Гуаидо заявил, что временно принимает на себя президентские полномочия, именно на том основании, что он спикер парламента.",Политика; Международные отношения,Политика/Внутренняя политика
75,2020-01-05 22:49:43,2020,1,5,"❗️""Зеленая зона"" в центре Багдада вторую ночь подряд подвергается обстрелу. Сообщается, что цель атак - американское посольство",Происшествия; Международные отношения,Происшествия/Теракты
76,2020-01-05 23:42:56,2020,1,5,"Сборная России по хоккею завоевала серебряные медали молодежного чемпионата мира, уступив в финале команде Канады со счетом 3:4.

По ходу золотого матча россияне выигрывали 3:1 в середине третьего периода, однако в последние 10 с небольшим минут пропустили три шайбы.",Спорт; Международные отношения,Спорт/Хоккей
77,2020-01-06 00:34:20,2020,1,6,"Иранские ракетные силы приведены в повышенную боеготовность, сообщают в Вашингтоне. Сделано ли это для защиты или для подготовки к удару - пока неясно.",Международные отношения; Политика,Международные отношения/Политика
78,2020-01-06 02:32:29,2020,1,6,"После того как Гуаидо не переизбрали спикером венесуэльского парламента, он собрал собственное заседание. Там соратники постановили, что спикер - все равно он.",Политика; Международные отношения,Политика/Внутренняя политика
79,2020-01-06 04:13:04,2020,1,6,"Меркель, Макрон и Джонсон вновь призвали сохранить ядерную сделку, от последних обязательств по которой отказался сегодня Иран (три страны выступают ее гарантами).

Ирак три лидера призвали не отказываться от сотрудничества с антитеррористической коалицией.

Они также заявили, что были обеспокоены негативной ролью генерала Сулеймани в регионе. Несколькими днями ранее Германия уже высказывалась критически о действиях Сулеймани, немецкому поверенному после этого пришлось объясняться в иранском МИД.

Весь день европейские лидеры провели в переговорах друг с другом и с коллегами в США и на Ближнем Востоке. Кроме того, на понедельник созван руководящий орган НАТО - Североатлантический совет.",Международные отношения; Политика,Международные отношения/Политика
